trading_date,day_session_minute_coverage,h1_pairs,h1_accuracy_denominator,h1_correct,h1_signal_payoff_sum,h1_daily_mean_signal_payoff,h1_zero_predecessor_count,h1_zero_target_count,h2_nonoverlap_10m_blocks,h2_pairs,h2_accuracy_denominator,h2_correct,h2_signal_payoff_sum,h2_daily_mean_signal_payoff,h2_zero_predecessor_count,h2_zero_target_count,source_file_sha256,transform_version
2008-07-11,1.0,201,142,64,-0.00870672107076565,-4.331702025256542e-05,75,59,26,24,24,16,0.005399679703157194,0.00022498665429821643,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-07-14,1.0,208,162,71,-0.010668623053198491,-5.1291456986531205e-05,68,46,26,24,24,14,0.010309380786381887,0.00042955753276591196,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-07-15,1.0,181,114,39,-0.02033031874896186,-0.00011232220303293846,95,67,26,24,24,18,0.015268917820888704,0.000636204909203696,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-07-16,1.0,182,121,52,-0.008615002624925667,-4.7335179257833336e-05,94,61,26,24,24,11,-0.009425366131198182,-0.0003927235887999242,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-07-17,1.0,161,100,39,-0.011628079435513621,-7.22240958727554e-05,115,61,26,24,24,11,0.00387552023742946,0.00016148000989289418,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-07-18,1.0,174,111,48,-0.010015845042800004,-5.756232783218393e-05,102,63,26,24,24,7,-0.012402751512685859,-0.0005167813130285775,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-07-22,1.0,164,96,42,-0.005746488250940686,-3.503956250573589e-05,112,68,26,24,24,10,-0.011891369744751603,-0.0004954737393646501,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-07-23,1.0,183,119,47,-0.021025681816351772,-0.00011489443615492771,93,64,26,24,24,11,-0.00976624997328054,-0.0004069270822200225,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-07-24,1.0,185,124,45,-0.01890992708835316,-0.00010221582209920628,91,61,26,24,24,15,0.00889497187259801,0.00037062382802491707,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-07-25,1.0,169,110,44,-0.012325326568852409,-7.293092644291366e-05,107,59,26,24,24,14,0.005966425200356666,0.0002486010500148611,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-07-28,1.0,180,113,48,-0.01490952733957666,-8.283070744209256e-05,96,67,26,24,24,14,0.003341757124109399,0.00013923988017122495,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-07-29,1.0,175,116,49,-0.00953837634759494,-5.4505007700542516e-05,101,59,26,24,24,12,-0.0033944485843939425,-0.00014143535768308094,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-07-30,1.0,163,100,37,-0.014974694326453509,-9.186929034634054e-05,113,63,26,24,24,16,0.009745442054616643,0.0004060600856090268,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-07-31,1.0,190,133,63,-0.007069640163664251,-3.7208632440338164e-05,86,57,26,24,24,10,-0.003007224838865524,-0.00012530103495273016,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-01,1.0,182,121,56,0.00263839897080238,1.4496697641771319e-05,94,61,26,24,24,12,0.00040182295713930784,1.6742623214137828e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-04,1.0,189,132,67,0.006915637244684497,3.659067325229893e-05,87,57,26,24,24,12,-0.005394535659661272,-0.00022477231915255297,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-05,1.0,182,124,61,0.004620203488185373,2.5385733451567982e-05,94,58,26,24,24,12,-0.0023095496249186612,-9.623123437161088e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-06,1.0,161,91,32,-0.01171106403186416,-7.27395281482246e-05,115,70,26,24,24,14,0.007192474179799161,0.00029968642415829835,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-07,1.0,189,132,63,0.005313605495215507,2.8114314789500038e-05,87,57,26,24,24,13,-0.002282045997824087,-9.508524990933696e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-08,1.0,191,136,58,-0.009768979611884077,-5.114649011457632e-05,85,55,26,24,24,14,0.0006309559916619985,2.6289832985916604e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-11,1.0,160,99,41,-0.008195611895355523,-5.122257434597202e-05,116,61,26,24,24,12,-0.0033717074089106105,-0.00014048780870460877,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-12,1.0,162,98,31,-0.016504581328291464,-0.00010188013165612015,114,64,26,24,24,13,0.0003573345888854206,1.4888941203559191e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-13,1.0,182,120,44,-0.01341572320918272,-7.371276488561935e-05,94,62,26,24,24,12,-0.008029624228300097,-0.0003345676761791707,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-14,1.0,181,121,54,0.0015467317181684277,8.545479105902916e-06,95,60,26,24,24,13,0.006895800062044356,0.00028732500258518153,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-15,1.0,158,94,29,-0.01962347210824618,-0.00012419919055852013,118,64,26,24,24,14,0.004612876298639777,0.0001922031791099907,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-18,1.0,190,137,59,-0.012017660803922628,-6.325084633643489e-05,86,53,26,24,24,8,-0.010982192391621935,-0.00045759134965091394,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-19,1.0,173,110,37,-0.01597254650667313,-9.23268584200759e-05,103,63,26,24,24,15,0.008577842340717541,0.0003574100975298976,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-20,1.0,158,93,43,4.231377190976602e-05,2.6780868297320263e-07,118,65,26,24,24,10,-0.0019540889398524876,-8.142037249385365e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-21,1.0,187,129,48,-0.025050219109828048,-0.00013395839096164733,89,58,26,24,24,14,-0.0015649769258932265,-6.520737191221777e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-22,1.0,159,89,38,-0.006721942639201839,-4.2276368800011566e-05,117,70,26,24,24,15,0.014599036409092821,0.0006082931837122009,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-25,1.0,160,100,34,-0.015115957914556069,-9.447473696597543e-05,116,60,26,24,24,7,-0.0019524639533492292,-8.135266472288455e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-26,1.0,168,110,35,-0.020406637884397637,-0.00012146808264522403,108,58,26,24,24,13,0.00156525844399041,6.521910183293374e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-27,1.0,145,78,26,-0.005509617371978481,-3.799736118605849e-05,131,67,26,24,24,16,0.008244937315183568,0.00034353905479931533,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-28,1.0,152,86,27,-0.018421091964750967,-0.00012119139450494057,124,66,26,24,24,10,-0.0023486476003797903,-9.786031668249127e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-08-29,1.0,150,79,23,-0.01575114798512519,-0.00010500765323416794,126,71,26,24,24,13,-0.0030850471353310116,-0.00012854363063879214,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-01,1.0,156,93,25,-0.02557727803644463,-0.00016395691049002968,120,63,26,24,24,13,0.0027172182348365924,0.00011321742645152468,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-02,1.0,186,129,52,-0.0006840210928493373,-3.6775327572545017e-06,90,57,26,24,24,9,-0.019175088327080075,-0.0007989620136283365,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-03,1.0,177,118,63,0.010222826222237455,5.775608035162404e-05,99,59,26,24,24,10,0.0015511467569085955,6.463111487119148e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-04,1.0,192,135,58,-0.013937439988188942,-7.25908332718174e-05,84,57,26,24,24,12,0.009947587334332925,0.0004144828055972052,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-05,1.0,182,125,61,-0.0028591189603640365,-1.5709444837165037e-05,94,57,26,24,24,15,0.012281004432899438,0.0005117085180374766,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-08,1.0,179,118,53,-0.0004004199646036821,-2.236983042478671e-06,97,61,26,24,24,13,-0.006312394447557735,-0.0002630164353149056,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-09,1.0,173,107,48,-0.011625260577569567,-6.719803802063333e-05,103,66,26,24,24,12,0.0008116429767688058,3.381845736536691e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-10,1.0,187,128,59,-0.0008826274035581192,-4.719932639348231e-06,89,59,26,24,24,14,-0.004477152832067836,-0.0001865480346694932,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-11,1.0,193,140,55,-0.012774655643250877,-6.618992561269885e-05,83,53,26,24,24,12,0.001215886829750656,5.066195123961067e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-12,1.0,206,158,67,-0.01938583731160811,-9.410600636702966e-05,70,48,26,24,24,12,-0.0004507138981411262,-1.8779745755880258e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-16,1.0,171,110,55,-0.006487262221255816,-3.793720597225624e-05,105,61,26,24,24,15,3.729008969713106e-05,1.5537537373804608e-06,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-17,1.0,200,148,72,-0.001714409552983346,-8.57204776491673e-06,76,52,26,24,24,12,0.00043537853288210145,1.8140772203420892e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-18,1.0,187,124,59,0.004799352067536126,2.5664984318375004e-05,89,63,26,24,24,7,-0.016719087296925617,-0.0006966286373719007,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-19,1.0,194,139,65,0.0038376960587438477,1.9781938447133235e-05,82,55,26,24,24,11,-0.008096432408008067,-0.00033735135033366947,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-22,1.0,187,121,59,0.001582352364368773,8.461777349565632e-06,89,66,26,24,24,12,0.004999444142245624,0.00020831017259356766,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-24,1.0,192,133,63,-0.000891457032062855,-4.64300537532737e-06,84,59,26,24,24,11,-0.004674221068580767,-0.0001947592111908653,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-25,1.0,197,140,60,-0.017066502934501317,-8.663199459137725e-05,79,57,26,24,24,12,-0.009987953144384101,-0.00041616471434933756,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-26,1.0,208,159,68,-0.021492888341068262,-0.00010333119394744357,68,49,26,24,24,10,-0.006230967951498863,-0.00025962366464578595,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-29,1.0,200,143,64,0.0037418961204213003,1.8709480602106502e-05,76,57,26,24,24,16,0.007212152588224921,0.00030050635784270504,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-09-30,1.0,199,144,64,-0.011458623888753424,-5.758102456660012e-05,77,55,26,24,24,10,0.0007614728355580967,3.172803481492069e-05,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-01,1.0,206,148,57,-0.03505719172433201,-0.00017018054235112628,70,58,26,24,24,13,0.009133630060074997,0.00038056791916979155,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-02,1.0,210,160,64,-0.022725590489113316,-0.00010821709756720626,66,50,26,24,24,11,-0.0058063419971520125,-0.0002419309165480005,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-03,1.0,205,161,73,-0.016776347914835028,-8.183584348700014e-05,71,44,26,24,24,15,0.012143879438244335,0.0005059949765935139,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-06,1.0,223,182,87,-0.0012258109252916572,-5.496909978886355e-06,53,41,26,24,24,13,-0.004758632217102284,-0.00019827634237926182,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-07,1.0,221,177,79,-0.02135529326913952,-9.663028628569918e-05,55,44,26,24,24,12,0.017110204848474888,0.000712925202019787,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-08,1.0,225,185,90,0.04022060104605324,0.00017875822687134774,51,40,26,24,24,12,-0.02910176411304289,-0.0012125735047101205,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-09,1.0,240,207,99,0.006457286615365017,2.690536089735424e-05,36,33,26,24,24,14,0.04744518448422676,0.0019768826868427816,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-10,1.0,228,199,99,0.033087546805617304,0.00014512081932288292,48,29,26,23,22,12,0.00894462999562953,0.0003888969563317187,1,1,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-14,1.0,192,154,63,-0.03699998654583049,-0.00019270826325953381,84,38,26,22,22,10,-0.025177413493575218,-0.0011444278860716008,2,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-15,1.0,229,190,89,-0.028555728671427177,-0.00012469750511540252,47,39,26,24,24,13,-0.01577026533809694,-0.0006570943890873726,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-16,1.0,216,187,85,0.019197315467395275,8.887646049720034e-05,60,29,26,22,22,9,-0.021315494723438758,-0.0009688861237926709,2,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-17,1.0,220,179,84,-0.026712499427380822,-0.0001214204519426401,56,41,26,24,24,12,0.007457228039712948,0.0003107178349880395,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-20,1.0,217,169,70,-0.05064863966604625,-0.00023340386942878456,59,48,26,24,24,13,0.014261887119142126,0.000594245296630922,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-21,1.0,209,158,72,-0.01664092946044339,-7.962167205953776e-05,67,51,26,24,24,12,0.005553062825629307,0.00023137761773455446,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-22,1.0,226,185,72,-0.049574224655355124,-0.00021935497635112888,50,41,26,24,24,12,0.010544141483622343,0.0004393392284842643,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-23,1.0,244,220,92,-0.06007023746361244,-0.00024618949780169034,32,24,26,24,24,12,0.019674802847221975,0.0008197834519675823,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-24,1.0,244,218,102,-0.004647036648012391,-1.9045232163985212e-05,32,26,26,24,24,15,0.0606116221416927,0.0025254842559038625,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-27,1.0,252,229,122,0.11799865461856732,0.0004682486294387592,24,23,26,24,24,8,-0.06570468697753197,-0.0027376952907304988,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-28,1.0,254,232,121,0.04931798486576104,0.00019416529474709072,22,22,26,24,24,14,0.05836232025348444,0.002431763343895185,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-29,1.0,245,219,106,-0.004252377637367647,-1.7356643417827133e-05,31,26,26,24,24,11,-0.009516271442146482,-0.00039651131008943677,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-30,1.0,249,223,106,0.019272340326331953,7.739895713386326e-05,27,26,26,24,24,8,-0.030151886697700726,-0.001256328612404197,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-10-31,1.0,247,221,109,-0.0024608385137157877,-9.962908962412095e-06,29,26,26,24,24,12,-0.006072517979388393,-0.00025302158247451635,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-04,1.0,231,193,93,-0.02348208424602497,-0.00010165404435508646,45,38,26,24,24,9,3.268187311668801e-05,1.3617447131953335e-06,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-05,1.0,232,197,87,-0.013917747079718525,-5.9990289136717776e-05,44,35,26,24,24,12,-0.009007143408958963,-0.00037529764203995676,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-06,1.0,215,170,81,-0.017319837493021354,-8.055738368847141e-05,61,45,26,24,24,14,0.0333247884363754,0.0013885328515156417,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-07,1.0,245,223,112,0.011061241799964594,4.51479257141412e-05,31,22,26,24,24,13,0.05138683884147123,0.0021411182850613014,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-10,1.0,230,191,91,-0.021048166105565615,-9.151376567637224e-05,46,39,26,24,24,16,0.03378260377857187,0.001407608490773828,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-11,1.0,235,199,90,-0.04849607250784499,-0.00020636626599082974,41,36,26,24,24,12,0.029034981987002,0.0012097909161250832,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-12,1.0,232,194,90,-0.020796051070024076,-8.963815116389688e-05,44,38,26,24,24,16,0.023087766280699393,0.0009619902616958081,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-13,1.0,228,187,96,0.012124534015032738,5.317778076768745e-05,48,41,26,24,24,14,0.01630146597939835,0.000679227749141598,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-14,1.0,233,200,89,-0.003996080630338527,-1.7150560645229728e-05,43,33,26,24,24,13,0.014383069395935675,0.0005992945581639865,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-17,1.0,227,187,84,-0.01424445286246686,-6.275089366725488e-05,49,40,26,24,24,14,0.002492123940422849,0.00010383849751761871,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-18,1.0,225,184,86,-0.007808017301144043,-3.470229911619575e-05,51,41,26,24,24,16,0.014947319784759263,0.000622804991031636,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-19,1.0,226,185,82,-0.020713540621301214,-9.16528346075275e-05,50,41,26,24,24,12,0.014558003966601089,0.0006065834986083787,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-20,1.0,225,179,89,-0.008975210749346376,-3.988982555265056e-05,51,46,26,24,24,15,0.02668146973194485,0.001111727905497702,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-21,1.0,237,204,124,0.0829585247511411,0.00035003596941409745,39,33,26,24,24,11,-0.005746492330547108,-0.00023943718043946283,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-25,1.0,215,165,71,-0.009605785046255552,-4.467806998258396e-05,61,50,26,24,24,11,-0.02281162689119845,-0.0009504844537999354,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-26,1.0,224,182,92,-0.0018264212655275142,-8.153666363962117e-06,52,42,26,24,24,11,-0.003073851514856064,-0.000128077146452336,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-27,1.0,211,162,71,-0.046950145499787516,-0.0002225125379136849,65,49,26,24,24,14,0.028057302709358915,0.0011690542795566214,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
2008-11-28,1.0,204,151,69,-0.00657245462376542,-3.221791482237951e-05,72,53,26,24,24,8,-0.01540482053738171,-0.0006418675223909046,0,0,5827e8f998c38bc5a0887aeb87f26230c5d7ab7a240999fcfbaf299176f5ae1d,JNU_INTRADAY_MOMREV_G1_V1
